api_key: str = os.getenv("ALPACA_API_KEY", "your_key_here")
secret_key: str = os.getenv("ALPACA_SECRET_KEY", "your_secret_here")2026-02-09 14:02:24 | ERROR    | Set ALPACA_API_KEY and ALPACA_SECRET_KEY
2026-02-09 14:06:04 | ERROR    | Failed to fetch data for COIN: 'str' object has no attribute 'value'
2026-02-09 14:06:04 | INFO     | --- RIVN ---
2026-02-09 14:06:04 | ERROR    | Failed to fetch data for RIVN: 'str' object has no attribute 'value'
2026-02-09 14:06:04 | INFO     | --- PLTR ---
2026-02-09 14:06:04 | ERROR    | Failed to fetch data for PLTR: 'str' object has no attribute 'value'
2026-02-09 14:06:04 | INFO     | --- SOFI ---
2026-02-09 14:06:04 | ERROR    | Failed to fetch data for SOFI: 'str' object has no attribute 'value'
2026-02-09 14:06:04 | INFO     | Done.
2026-02-09 14:07:18 | INFO     | ============================================================
2026-02-09 14:07:18 | INFO     | HFT Bot | 14:07:18 | symbols=['AAPL', 'MSFT', 'NVDA', 'AMD', 'TSLA', 'GOOG', 'AMZN', 'META', 'AVGO', 'CRM', 'ORCL', 'ADBE', 'INTC', 'QCOM', 'MU', 'ANET', 'JPM', 'GS', 'MS', 'BAC', 'V', 'MA', 'BLK', 'C', 'UNH', 'JNJ', 'LLY', 'PFE', 'ABBV', 'MRK', 'TMO', 'ABT', 'WMT', 'COST', 'HD', 'NKE', 'SBUX', 'MCD', 'KO', 'PEP', 'XOM', 'CVX', 'CAT', 'BA', 'GE', 'UPS', 'DE', 'LMT', 'NFLX', 'DIS', 'PYPL', 'SQ', 'COIN', 'RIVN', 'PLTR', 'SOFI'] | 5min bars
2026-02-09 14:07:18 | INFO     | ============================================================
2026-02-09 14:07:18 | INFO     | --- AAPL ---
2026-02-09 14:07:19 | INFO     | AAPL — 564 bars (5min), latest $277.72
2026-02-09 14:07:19 | INFO     | AAPL BUY score: 1/4
2026-02-09 14:07:19 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:07:19 | INFO     | AAPL — no signal
2026-02-09 14:07:19 | INFO     | --- MSFT ---
2026-02-09 14:07:20 | INFO     | MSFT — 576 bars (5min), latest $404.40
2026-02-09 14:07:20 | INFO     | MSFT BUY score: 2/4
2026-02-09 14:07:20 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:20 | INFO     |   Volume spike 49936 vs avg 21451 [+1]
2026-02-09 14:07:20 | INFO     | MSFT — no signal
2026-02-09 14:07:20 | INFO     | --- NVDA ---
2026-02-09 14:07:20 | INFO     | NVDA — 576 bars (5min), latest $183.90
2026-02-09 14:07:20 | INFO     | NVDA BUY score: 1/4
2026-02-09 14:07:20 | INFO     |   RSI(5) 34.8 < 35.0 [+1]
2026-02-09 14:07:20 | INFO     | NVDA — no signal
2026-02-09 14:07:20 | INFO     | --- AMD ---
2026-02-09 14:07:20 | INFO     | AMD — 576 bars (5min), latest $208.02
2026-02-09 14:07:21 | INFO     | AMD BUY score: 2/4
2026-02-09 14:07:21 | INFO     |   RSI(5) 32.3 < 35.0 [+1]
2026-02-09 14:07:21 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:21 | INFO     | AMD — no signal
2026-02-09 14:07:21 | INFO     | --- TSLA ---
2026-02-09 14:07:21 | INFO     | TSLA — 576 bars (5min), latest $409.33
2026-02-09 14:07:21 | INFO     | TSLA BUY score: 4/4
2026-02-09 14:07:21 | INFO     |   RSI(5) 17.9 < 25.0 [+2]
2026-02-09 14:07:21 | INFO     |   Price below lower BB $409.35 [+2]
2026-02-09 14:07:21 | INFO     | TSLA BUY 122 @ $409.33 | Stop $408.42 | Target $410.69
2026-02-09 14:07:21 | INFO     | ORDER BUY 122 x TSLA — ID 40b50ca2-d642-41ed-abad-c747fc76b617
2026-02-09 14:07:21 | INFO     | --- GOOG ---
2026-02-09 14:07:21 | INFO     | GOOG — 576 bars (5min), latest $320.88
2026-02-09 14:07:21 | INFO     | GOOG BUY score: 6/4
2026-02-09 14:07:21 | INFO     |   RSI(5) 22.0 < 25.0 [+2]
2026-02-09 14:07:21 | INFO     |   Price $320.88 below VWAP $326.64 (-1.76%) [+2]
2026-02-09 14:07:21 | INFO     |   Price below lower BB $320.94 [+2]
2026-02-09 14:07:22 | INFO     | GOOG BUY 155 @ $320.88 | Stop $320.29 | Target $321.77
2026-02-09 14:07:22 | INFO     | ORDER BUY 155 x GOOG — ID 8a3807f4-55ed-4337-908c-83e6b92d74f7
2026-02-09 14:07:22 | INFO     | --- AMZN ---
2026-02-09 14:07:22 | INFO     | AMZN — 575 bars (5min), latest $209.01
2026-02-09 14:07:22 | INFO     | AMZN BUY score: 3/4
2026-02-09 14:07:22 | INFO     |   RSI(5) 28.7 < 35.0 [+1]
2026-02-09 14:07:22 | INFO     |   Price $209.01 below VWAP $213.81 (-2.25%) [+2]
2026-02-09 14:07:22 | INFO     | AMZN — no signal
2026-02-09 14:07:22 | INFO     | --- META ---
2026-02-09 14:07:22 | INFO     | META — 566 bars (5min), latest $662.02
2026-02-09 14:07:22 | INFO     | META BUY score: 3/4
2026-02-09 14:07:22 | INFO     |   Price $662.02 below VWAP $667.14 (-0.77%) [+2]
2026-02-09 14:07:22 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:22 | INFO     | META — no signal
2026-02-09 14:07:22 | INFO     | --- AVGO ---
2026-02-09 14:07:22 | INFO     | AVGO — 576 bars (5min), latest $329.70
2026-02-09 14:07:23 | INFO     | AVGO BUY score: 0/4
2026-02-09 14:07:23 | INFO     | AVGO — no signal
2026-02-09 14:07:23 | INFO     | --- CRM ---
2026-02-09 14:07:23 | INFO     | CRM — 475 bars (5min), latest $190.00
2026-02-09 14:07:23 | INFO     | CRM BUY score: 3/4
2026-02-09 14:07:23 | INFO     |   RSI(5) 31.0 < 35.0 [+1]
2026-02-09 14:07:23 | INFO     |   Price $190.00 below VWAP $192.97 (-1.54%) [+2]
2026-02-09 14:07:23 | INFO     | CRM — no signal
2026-02-09 14:07:23 | INFO     | --- ORCL ---
2026-02-09 14:07:23 | INFO     | ORCL — 576 bars (5min), latest $149.64
2026-02-09 14:07:23 | INFO     | ORCL BUY score: 1/4
2026-02-09 14:07:23 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:23 | INFO     | ORCL — no signal
2026-02-09 14:07:23 | INFO     | --- ADBE ---
2026-02-09 14:07:23 | INFO     | ADBE — 479 bars (5min), latest $268.00
2026-02-09 14:07:24 | INFO     | ADBE BUY score: 2/4
2026-02-09 14:07:24 | INFO     |   Price $268.00 below VWAP $272.85 (-1.78%) [+2]
2026-02-09 14:07:24 | INFO     | ADBE — no signal
2026-02-09 14:07:24 | INFO     | --- INTC ---
2026-02-09 14:07:24 | INFO     | INTC — 575 bars (5min), latest $50.07
2026-02-09 14:07:24 | INFO     | INTC BUY score: 2/4
2026-02-09 14:07:24 | INFO     |   RSI(5) 24.9 < 25.0 [+2]
2026-02-09 14:07:24 | INFO     | INTC — no signal
2026-02-09 14:07:24 | INFO     | --- QCOM ---
2026-02-09 14:07:24 | INFO     | QCOM — 481 bars (5min), latest $136.75
2026-02-09 14:07:24 | INFO     | QCOM BUY score: 2/4
2026-02-09 14:07:24 | INFO     |   Price $136.75 below VWAP $139.96 (-2.30%) [+2]
2026-02-09 14:07:24 | INFO     | QCOM — no signal
2026-02-09 14:07:24 | INFO     | --- MU ---
2026-02-09 14:07:24 | INFO     | MU — 576 bars (5min), latest $380.40
2026-02-09 14:07:25 | INFO     | MU BUY score: 3/4
2026-02-09 14:07:25 | INFO     |   Price $380.40 below VWAP $383.40 (-0.78%) [+2]
2026-02-09 14:07:25 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:07:25 | INFO     | MU — no signal
2026-02-09 14:07:25 | INFO     | --- ANET ---
2026-02-09 14:07:25 | INFO     | ANET — 377 bars (5min), latest $137.49
2026-02-09 14:07:25 | INFO     | ANET BUY score: 1/4
2026-02-09 14:07:25 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:25 | INFO     | ANET — no signal
2026-02-09 14:07:25 | INFO     | --- JPM ---
2026-02-09 14:07:25 | INFO     | JPM — 425 bars (5min), latest $321.13
2026-02-09 14:07:25 | INFO     | JPM BUY score: 1/4
2026-02-09 14:07:25 | INFO     |   RSI(5) 31.4 < 35.0 [+1]
2026-02-09 14:07:25 | INFO     | JPM — no signal
2026-02-09 14:07:25 | INFO     | --- GS ---
2026-02-09 14:07:25 | INFO     | GS — 342 bars (5min), latest $928.50
2026-02-09 14:07:26 | INFO     | GS BUY score: 0/4
2026-02-09 14:07:26 | INFO     | GS — no signal
2026-02-09 14:07:26 | INFO     | --- MS ---
2026-02-09 14:07:26 | INFO     | MS — 285 bars (5min), latest $179.90
2026-02-09 14:07:26 | INFO     | MS BUY score: 1/4
2026-02-09 14:07:26 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:07:26 | INFO     | MS — no signal
2026-02-09 14:07:26 | INFO     | --- BAC ---
2026-02-09 14:07:26 | INFO     | BAC — 434 bars (5min), latest $56.36
2026-02-09 14:07:26 | INFO     | BAC BUY score: 0/4
2026-02-09 14:07:26 | INFO     | BAC — no signal
2026-02-09 14:07:26 | INFO     | --- V ---
2026-02-09 14:07:26 | INFO     | V — 372 bars (5min), latest $331.51
2026-02-09 14:07:27 | INFO     | V BUY score: 1/4
2026-02-09 14:07:27 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:27 | INFO     | V — no signal
2026-02-09 14:07:27 | INFO     | --- MA ---
2026-02-09 14:07:27 | INFO     | MA — 297 bars (5min), latest $547.30
2026-02-09 14:07:27 | INFO     | MA BUY score: 3/4
2026-02-09 14:07:27 | INFO     |   Price $547.30 below VWAP $550.17 (-0.52%) [+2]
2026-02-09 14:07:27 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:27 | INFO     | MA — no signal
2026-02-09 14:07:27 | INFO     | --- BLK ---
2026-02-09 14:07:27 | INFO     | BLK — 299 bars (5min), latest $1052.26
2026-02-09 14:07:27 | INFO     | BLK BUY score: 6/4
2026-02-09 14:07:27 | INFO     |   RSI(5) 28.0 < 35.0 [+1]
2026-02-09 14:07:27 | INFO     |   Price $1052.26 below VWAP $1059.95 (-0.73%) [+2]
2026-02-09 14:07:27 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:27 | INFO     |   Price below lower BB $1052.59 [+2]
2026-02-09 14:07:27 | INFO     | BLK BUY 47 @ $1052.26 | Stop $1049.40 | Target $1056.56
2026-02-09 14:07:27 | INFO     | ORDER BUY 47 x BLK — ID 80c22577-9fd8-47fe-a4f7-07dec1010dc1
2026-02-09 14:07:27 | INFO     | --- C ---
2026-02-09 14:07:27 | INFO     | C — 364 bars (5min), latest $122.40
2026-02-09 14:07:28 | INFO     | C BUY score: 0/4
2026-02-09 14:07:28 | INFO     | C — no signal
2026-02-09 14:07:28 | INFO     | --- UNH ---
2026-02-09 14:07:28 | INFO     | UNH — 534 bars (5min), latest $275.61
2026-02-09 14:07:28 | INFO     | UNH BUY score: 1/4
2026-02-09 14:07:28 | INFO     |   RSI(5) 31.8 < 35.0 [+1]
2026-02-09 14:07:28 | INFO     | UNH — no signal
2026-02-09 14:07:28 | INFO     | --- JNJ ---
2026-02-09 14:07:28 | INFO     | JNJ — 341 bars (5min), latest $239.54
2026-02-09 14:07:28 | INFO     | JNJ BUY score: 0/4
2026-02-09 14:07:28 | INFO     | JNJ — no signal
2026-02-09 14:07:28 | INFO     | --- LLY ---
2026-02-09 14:07:28 | INFO     | LLY — 488 bars (5min), latest $1077.12
2026-02-09 14:07:29 | INFO     | LLY BUY score: 0/4
2026-02-09 14:07:29 | INFO     | LLY — no signal
2026-02-09 14:07:29 | INFO     | --- PFE ---
2026-02-09 14:07:29 | INFO     | PFE — 528 bars (5min), latest $27.12
2026-02-09 14:07:29 | INFO     | PFE BUY score: 2/4
2026-02-09 14:07:29 | INFO     |   RSI(5) 30.5 < 35.0 [+1]
2026-02-09 14:07:29 | INFO     |   Volume spike 20374 vs avg 4066 [+1]
2026-02-09 14:07:29 | INFO     | PFE — no signal
2026-02-09 14:07:29 | INFO     | --- ABBV ---
2026-02-09 14:07:29 | INFO     | ABBV — 293 bars (5min), latest $223.46
2026-02-09 14:07:29 | INFO     | ABBV BUY score: 0/4
2026-02-09 14:07:29 | INFO     | ABBV — no signal
2026-02-09 14:07:29 | INFO     | --- MRK ---
2026-02-09 14:07:29 | INFO     | MRK — 334 bars (5min), latest $121.44
2026-02-09 14:07:30 | INFO     | MRK BUY score: 0/4
2026-02-09 14:07:30 | INFO     | MRK — no signal
2026-02-09 14:07:30 | INFO     | --- TMO ---
2026-02-09 14:07:30 | INFO     | TMO — 254 bars (5min), latest $540.89
2026-02-09 14:07:30 | INFO     | TMO BUY score: 3/4
2026-02-09 14:07:30 | INFO     |   RSI(5) 30.4 < 35.0 [+1]
2026-02-09 14:07:30 | INFO     |   Price $540.89 below VWAP $552.75 (-2.15%) [+2]
2026-02-09 14:07:30 | INFO     | TMO — no signal
2026-02-09 14:07:30 | INFO     | --- ABT ---
2026-02-09 14:07:30 | INFO     | ABT — 308 bars (5min), latest $110.81
2026-02-09 14:07:30 | INFO     | ABT BUY score: 1/4
2026-02-09 14:07:30 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:30 | INFO     | ABT — no signal
2026-02-09 14:07:30 | INFO     | --- WMT ---
2026-02-09 14:07:30 | INFO     | WMT — 478 bars (5min), latest $130.72
2026-02-09 14:07:31 | INFO     | WMT BUY score: 0/4
2026-02-09 14:07:31 | INFO     | WMT — no signal
2026-02-09 14:07:31 | INFO     | --- COST ---
2026-02-09 14:07:31 | INFO     | COST — 373 bars (5min), latest $998.05
2026-02-09 14:07:31 | INFO     | COST BUY score: 0/4
2026-02-09 14:07:31 | INFO     | COST — no signal
2026-02-09 14:07:31 | INFO     | --- HD ---
2026-02-09 14:07:31 | INFO     | HD — 315 bars (5min), latest $384.56
2026-02-09 14:07:31 | INFO     | HD BUY score: 3/4
2026-02-09 14:07:31 | INFO     |   Price $384.56 below VWAP $385.39 (-0.22%) [+2]
2026-02-09 14:07:31 | INFO     |   Positive momentum +0.271% over 3 bars [+1]
2026-02-09 14:07:31 | INFO     | HD — no signal
2026-02-09 14:07:31 | INFO     | --- NKE ---
2026-02-09 14:07:31 | INFO     | NKE — 460 bars (5min), latest $63.65
2026-02-09 14:07:32 | INFO     | NKE BUY score: 2/4
2026-02-09 14:07:32 | INFO     |   RSI(5) 19.0 < 25.0 [+2]
2026-02-09 14:07:32 | INFO     | NKE — no signal
2026-02-09 14:07:32 | INFO     | --- SBUX ---
2026-02-09 14:07:32 | INFO     | SBUX — 355 bars (5min), latest $98.75
2026-02-09 14:07:32 | INFO     | SBUX BUY score: 0/4
2026-02-09 14:07:32 | INFO     | SBUX — no signal
2026-02-09 14:07:32 | INFO     | --- MCD ---
2026-02-09 14:07:32 | INFO     | MCD — 306 bars (5min), latest $326.69
2026-02-09 14:07:32 | INFO     | MCD BUY score: 0/4
2026-02-09 14:07:32 | INFO     | MCD — no signal
2026-02-09 14:07:32 | INFO     | --- KO ---
2026-02-09 14:07:32 | INFO     | KO — 452 bars (5min), latest $78.78
2026-02-09 14:07:33 | INFO     | KO BUY score: 2/4
2026-02-09 14:07:33 | INFO     |   RSI(5) 33.4 < 35.0 [+1]
2026-02-09 14:07:33 | INFO     |   Volume spike 4405 vs avg 2093 [+1]
2026-02-09 14:07:33 | INFO     | KO — no signal
2026-02-09 14:07:33 | INFO     | --- PEP ---
2026-02-09 14:07:33 | INFO     | PEP — 351 bars (5min), latest $170.06
2026-02-09 14:07:33 | INFO     | PEP BUY score: 1/4
2026-02-09 14:07:33 | INFO     |   Positive momentum +0.171% over 3 bars [+1]
2026-02-09 14:07:33 | INFO     | PEP — no signal
2026-02-09 14:07:33 | INFO     | --- XOM ---
2026-02-09 14:07:33 | INFO     | XOM — 448 bars (5min), latest $148.80
2026-02-09 14:07:33 | INFO     | XOM BUY score: 4/4
2026-02-09 14:07:33 | INFO     |   RSI(5) 15.5 < 25.0 [+2]
2026-02-09 14:07:33 | INFO     |   Price below lower BB $148.86 [+2]
2026-02-09 14:07:33 | INFO     | XOM BUY 335 @ $148.80 | Stop $148.61 | Target $149.09
2026-02-09 14:07:33 | INFO     | ORDER BUY 335 x XOM — ID 7c1ced8c-c2c1-4b28-82cf-291cc63e2e03
2026-02-09 14:07:33 | INFO     | --- CVX ---
2026-02-09 14:07:33 | INFO     | CVX — 380 bars (5min), latest $181.00
2026-02-09 14:07:34 | INFO     | CVX BUY score: 1/4
2026-02-09 14:07:34 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:34 | INFO     | CVX — no signal
2026-02-09 14:07:34 | INFO     | --- CAT ---
2026-02-09 14:07:34 | INFO     | CAT — 381 bars (5min), latest $724.00
2026-02-09 14:07:34 | INFO     | CAT BUY score: 2/4
2026-02-09 14:07:34 | INFO     |   RSI(5) 24.0 < 25.0 [+2]
2026-02-09 14:07:34 | INFO     | CAT — no signal
2026-02-09 14:07:34 | INFO     | --- BA ---
2026-02-09 14:07:34 | INFO     | BA — 415 bars (5min), latest $242.61
2026-02-09 14:07:34 | INFO     | BA BUY score: 1/4
2026-02-09 14:07:34 | INFO     |   RSI(5) 33.4 < 35.0 [+1]
2026-02-09 14:07:34 | INFO     | BA — no signal
2026-02-09 14:07:34 | INFO     | --- GE ---
2026-02-09 14:07:35 | INFO     | GE — 367 bars (5min), latest $320.24
2026-02-09 14:07:35 | INFO     | GE BUY score: 1/4
2026-02-09 14:07:35 | INFO     |   RSI(5) 29.3 < 35.0 [+1]
2026-02-09 14:07:35 | INFO     | GE — no signal
2026-02-09 14:07:35 | INFO     | --- UPS ---
2026-02-09 14:07:35 | INFO     | UPS — 351 bars (5min), latest $117.50
2026-02-09 14:07:35 | INFO     | UPS BUY score: 2/4
2026-02-09 14:07:35 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-09 14:07:35 | INFO     |   Positive momentum +0.213% over 3 bars [+1]
2026-02-09 14:07:35 | INFO     | UPS — no signal
2026-02-09 14:07:35 | INFO     | --- DE ---
2026-02-09 14:07:35 | INFO     | DE — 291 bars (5min), latest $582.00
2026-02-09 14:07:35 | INFO     | DE BUY score: 1/4
2026-02-09 14:07:35 | INFO     |   MACD histogram flipped positive [+1]
2026-02-09 14:07:35 | INFO     | DE — no signal
2026-02-09 14:07:35 | INFO     | --- LMT ---
2026-02-09 14:07:36 | INFO     | LMT — 325 bars (5min), latest $620.97
2026-02-09 14:07:36 | INFO     | LMT BUY score: 2/4
